
# Surface 0 of 1 surfaces

# Curve title: "f(x,y)"

# Contour 0, label:        0
0.79821 -1.05210 0.00000 
0.79170 -1.04008 0.00000 
0.78526 -1.02806 0.00000 
0.77890 -1.01603 0.00000 
0.77261 -1.00401 0.00000 
0.76640 -0.99198 0.00000 
0.76026 -0.97996 0.00000 
0.75758 -0.97463 0.00000 
0.75394 -0.96794 0.00000 
0.74749 -0.95591 0.00000 
0.74113 -0.94389 0.00000 
0.73484 -0.93186 0.00000 
0.72863 -0.91984 0.00000 
0.72251 -0.90782 0.00000 
0.71646 -0.89579 0.00000 
0.71050 -0.88377 0.00000 
0.70462 -0.87174 0.00000 
0.69881 -0.85972 0.00000 
0.69697 -0.85585 0.00000 

# Contour 5, label: 
1.84739 -3.00000 0.00000 
1.84135 -2.98798 0.00000 
1.83533 -2.97595 0.00000 
1.82934 -2.96393 0.00000 
1.82337 -2.95190 0.00000 
1.81743 -2.93988 0.00000 
1.81151 -2.92786 0.00000 
1.80561 -2.91583 0.00000 
1.79974 -2.90381 0.00000 
1.79389 -2.89178 0.00000 
1.78807 -2.87976 0.00000 
1.78788 -2.87936 0.00000 
1.78195 -2.86774 0.00000 
1.77584 -2.85571 0.00000 
1.76976 -2.84369 0.00000 
1.76370 -2.83166 0.00000 
1.75767 -2.81964 0.00000 
1.75167 -2.80762 0.00000 
1.74569 -2.79559 0.00000 
1.73974 -2.78357 0.00000 
1.73381 -2.77154 0.00000 
1.72791 -2.75952 0.00000 
1.72727 -2.75822 0.00000 
1.72172 -2.74749 0.00000 
1.71552 -2.73547 0.00000 
1.70935 -2.72345 0.00000 
1.70321 -2.71142 0.00000 
1.69710 -2.69940 0.00000 
1.69101 -2.68737 0.00000 
1.68495 -2.67535 0.00000 
1.67892 -2.66333 0.00000 
1.67291 -2.65130 0.00000 
1.66693 -2.63928 0.00000 
1.66667 -2.63874 0.00000 
1.66064 -2.62725 0.00000 
1.65436 -2.61523 0.00000 
1.64810 -2.60321 0.00000 
1.64188 -2.59118 0.00000 
1.63568 -2.57916 0.00000 
1.62951 -2.56713 0.00000 
1.62338 -2.55511 0.00000 
1.61727 -2.54309 0.00000 
1.61119 -2.53106 0.00000 
1.60606 -2.52088 0.00000 
1.60508 -2.51904 0.00000 
1.59868 -2.50701 0.00000 
1.59232 -2.49499 0.00000 
1.58598 -2.48297 0.00000 
1.57968 -2.47094 0.00000 
1.57341 -2.45892 0.00000 
1.56717 -2.44689 0.00000 
1.56095 -2.43487 0.00000 
1.55477 -2.42285 0.00000 
1.54862 -2.41082 0.00000 
1.54545 -2.40460 0.00000 
1.54232 -2.39880 0.00000 
1.53584 -2.38677 0.00000 
1.52940 -2.37475 0.00000 
1.52299 -2.36273 0.00000 
1.51662 -2.35070 0.00000 
1.51027 -2.33868 0.00000 
1.50396 -2.32665 0.00000 
1.49768 -2.31463 0.00000 
1.49143 -2.30261 0.00000 
1.48522 -2.29058 0.00000 
1.48485 -2.28986 0.00000 
1.47866 -2.27856 0.00000 
1.47212 -2.26653 0.00000 
1.46561 -2.25451 0.00000 
1.45913 -2.24248 0.00000 
1.45269 -2.23046 0.00000 
1.44628 -2.21844 0.00000 
1.43990 -2.20641 0.00000 
1.43357 -2.19439 0.00000 
1.42726 -2.18236 0.00000 
1.42424 -2.17657 0.00000 
1.42078 -2.17034 0.00000 
1.41413 -2.15832 0.00000 
1.40752 -2.14629 0.00000 
1.40095 -2.13427 0.00000 
1.39441 -2.12224 0.00000 
1.38791 -2.11022 0.00000 
1.38145 -2.09820 0.00000 
1.37502 -2.08617 0.00000 
1.36863 -2.07415 0.00000 
1.36364 -2.06469 0.00000 
1.36219 -2.06212 0.00000 
1.35545 -2.05010 0.00000 
1.34875 -2.03808 0.00000 
1.34208 -2.02605 0.00000 
1.33546 -2.01403 0.00000 
1.32888 -2.00200 0.00000 
1.32233 -1.98998 0.00000 
1.31583 -1.97796 0.00000 
1.30936 -1.96593 0.00000 
1.30303 -1.95409 0.00000 
1.30293 -1.95391 0.00000 
1.29610 -1.94188 0.00000 
1.28931 -1.92986 0.00000 

